Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
110039,TRINITY HOSPITAL OF AUGUSTA,2260 WRIGHTSBORO RD,AUGUSTA,GA,30904,RICHMOND,7064817000,Acute Care Hospitals,Proprietary,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"2260 WRIGHTSBORO RD
AUGUSTA, GA
(33.467675, -82.017889)"
10110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089,BULLOCK,3347382140,Acute Care Hospitals,Proprietary,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"102 WEST CONECUH AVENUE
UNION SPRINGS, AL
(32.146182, -85.71638)"
50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,TULARE,5596242000,Acute Care Hospitals,Government - Hospital District or Authority,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"400 W MINERAL KING AVE
VISALIA, CA
(36.327415, -119.294172)"
51312,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,LAKE ARROWHEAD,CA,92352,SAN BERNARDINO,9093363651,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"29101 HOSPITAL ROAD
LAKE ARROWHEAD, CA
(34.2659, -117.167092)"
50100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,92123,SAN DIEGO,8589393400,Acute Care Hospitals,Voluntary non-profit - Other,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,"7901 FROST ST
SAN DIEGO, CA
(32.800255, -117.154133)"
51332,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH RD,SAN ANDREAS,CA,95249,CALAVERAS,2097542515,Critical Access Hospitals,Voluntary non-profit - Other,False,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"768 MOUNTAIN RANCH RD
SAN ANDREAS, CA
(38.190973, -120.670661)"
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,LOMA LINDA,CA,92354,SAN BERNARDINO,9095584000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,"11234 ANDERSON ST
LOMA LINDA, CA
(34.049507, -117.261117)"
100285,MEMORIAL HOSPITAL MIRAMAR,1901 SW 172ND AVE,MIRAMAR,FL,33029,BROWARD,9545384810,Acute Care Hospitals,Government - Hospital District or Authority,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1901 SW 172ND AVE
MIRAMAR, FL
(25.991087, -80.376005)"
100113,UF HEALTH SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,ALACHUA,3522658000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1600 SW ARCHER RD
GAINESVILLE, FL
(29.639223, -82.343325)"
40074,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,JACKSONVILLE,AR,72076,PULASKI,5019857000,Acute Care Hospitals,Proprietary,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1400 BRADEN STREET
JACKSONVILLE, AR
(34.872381, -92.124697)"
50526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,ORANGE,7148435000,Acute Care Hospitals,Proprietary,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"17772 BEACH BLVD
HUNTINGTON BEACH, CA
(33.703889, -117.989065)"
100173,FLORIDA HOSPITAL TAMPA,3100 E FLETCHER AVE,TAMPA,FL,33613,HILLSBOROUGH,8136157200,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"3100 E FLETCHER AVE
TAMPA, FL
(28.069226, -82.424525)"
100077,BAYFRONT HEALTH PORT CHARLOTTE,2500 HARBOR BLVD,PORT CHARLOTTE,FL,33952,CHARLOTTE,9417664122,Acute Care Hospitals,Proprietary,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"2500 HARBOR BLVD
PORT CHARLOTTE, FL
(26.98984, -82.096682)"
100267,ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,ENGLEWOOD,FL,34223,SARASOTA,9414756571,Acute Care Hospitals,Proprietary,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"700 MEDICAL BLVD
ENGLEWOOD, FL
(26.949009, -82.327951)"
100256,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY RD,HUDSON,FL,34667,PASCO,7278192929,Acute Care Hospitals,Proprietary,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Below the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"14000 FIVAY RD
HUDSON, FL
(28.360811, -82.690228)"
70018,GREENWICH HOSPITAL ASSOCIATION,5 PERRYRIDGE RD,GREENWICH,CT,6830,FAIRFIELD,2038633000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"5 PERRYRIDGE RD
GREENWICH, CT
(41.034395, -73.629632)"
100316,PALM BAY HOSPITAL,"1425 MALABAR RD, NE",PALM BAY,FL,32907,BREVARD,3214348000,Acute Care Hospitals,Proprietary,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1425 MALABAR RD, NE
PALM BAY, FL
(27.99833, -80.61208)"
100242,GULF COAST REGIONAL MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,32405,BAY,8507477926,Acute Care Hospitals,Proprietary,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"449 W 23RD ST
PANAMA CITY, FL
(30.189682, -85.666124)"
60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 N NEVADA AVE,COLORADO SPRINGS,CO,80907,EL PASO,7197765000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"2222 N NEVADA AVE
COLORADO SPRINGS, CO
(38.865568, -104.820123)"
70035,"HOSPITAL OF CENTRAL CONNECTICUT, THE",100 GRAND STREET,NEW BRITAIN,CT,6050,HARTFORD,8602245011,Acute Care Hospitals,Voluntary non-profit - Other,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"100 GRAND STREET
NEW BRITAIN, CT
(41.662015, -72.787799)"
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,CHATHAM,9128194100,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,"11705 MERCY BOULEVARD
SAVANNAH, GA
(31.985079, -81.152792)"
110153,PERRY HOSPITAL,1120 MORNINGSIDE DR,PERRY,GA,31069,HOUSTON,4789873600,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1120 MORNINGSIDE DR
PERRY, GA
(32.45924, -83.711226)"
70021,WINDHAM COMM MEM HOSP & HATCH HOSP,112 MANSFIELD AVENUE,WILLIMANTIC,CT,6226,WINDHAM,8604569116,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"112 MANSFIELD AVENUE
WILLIMANTIC, CT
(41.716794, -72.223996)"
70007,LAWRENCE & MEMORIAL HOSPITAL,365 MONTAUK AVE,NEW LONDON,CT,6320,NEW LONDON,8604420711,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"365 MONTAUK AVE
NEW LONDON, CT
(41.336428, -72.103074)"
110051,UNION GENERAL HOSPITAL,35 HOSPITAL ROAD,BLAIRSVILLE,GA,30512,UNION,7067452111,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"35 HOSPITAL ROAD
BLAIRSVILLE, GA
(34.884842, -83.963026)"
41327,BRADLEY COUNTY MEDICAL CENTER,404 SOUTH BRADLEY STREET,WARREN,AR,71671,BRADLEY,8702263731,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"404 SOUTH BRADLEY STREET
WARREN, AR
(33.610538, -92.058665)"
50378,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,LOS ANGELES,8187673310,Acute Care Hospitals,Proprietary,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"9449 SAN FERNANDO RD
SUN VALLEY, CA
(34.241134, -118.395669)"
100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,CLAY,9042768500,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"2001 KINGSLEY AVE
ORANGE PARK, FL
(30.164807, -81.738598)"
31302,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",901 WEST REX ALLEN DRIVE,WILLCOX,AZ,85643,COCHISE,5203843541,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"901 WEST REX ALLEN DRIVE
WILLCOX, AZ
(32.264268, -109.837613)"
110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,SANDERSVILLE,GA,31082,WASHINGTON,4782402100,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"610 SPARTA ROAD
SANDERSVILLE, GA
(32.996817, -82.805042)"
60104,ST ANTHONY NORTH HEALTH CAMPUS,14300 ORCHARD PARKWAY,WESTMINSTER,CO,80023,BROOMFIELD,7206270000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"14300 ORCHARD PARKWAY
WESTMINSTER, CO
(39.95581, -104.993671)"
21306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,1915 EAST REZANOF DRIVE,KODIAK,AK,99615,KODIAK ISLAND,9074869592,Critical Access Hospitals,Voluntary non-profit - Church,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1915 EAST REZANOF DRIVE
KODIAK, AK
(57.800835, -152.373943)"
60043,KEEFE MEMORIAL HOSPITAL,602 N 6TH W ST,CHEYENNE WELLS,CO,80810,CHEYENNE,7197675661,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"602 N 6TH W ST
CHEYENNE WELLS, CO
(38.825887, -102.355583)"
100075,ST JOSEPHS HOSPITAL,3001 W MARTIN LUTHER KING JR BLVD,TAMPA,FL,33677,HILLSBOROUGH,8138704398,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,"3001 W MARTIN LUTHER KING JR BLVD
TAMPA, FL
(27.981379, -82.489373)"
100019,HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,FL,32901,BREVARD,3214347000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,There are too few measures or measure groups reported to calculate a star rating or measure group score,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1350 S HICKORY ST
MELBOURNE, FL
(28.08691, -80.613523)"
40020,ST BERNARDS MEDICAL CENTER,225 E JACKSON,JONESBORO,AR,72401,CRAIGHEAD,8709724100,Acute Care Hospitals,Voluntary non-profit - Private,True,True,1,There are too few measures or measure groups reported to calculate a star rating or measure group score,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,"225 E JACKSON
JONESBORO, AR
(35.837478, -90.702142)"
100313,SACRED HEART HOSPITAL ON THE GULF,3801 E HWY 98,PORT SAINT JOE,FL,32456,GULF,8502295600,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"3801 E HWY 98
PORT SAINT JOE, FL
(29.776562, -85.287605)"
50030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,BUTTE,5305338500,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Above the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"2767 OLIVE HIGHWAY
OROVILLE, CA
(39.504535, -121.542106)"
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,NAVAJO,9285376399,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,"2200 EAST SHOW LOW LAKE ROAD
SHOW LOW, AZ
(34.201967, -110.01839)"
50038,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,CA,95128,SANTA CLARA,4088855000,Acute Care Hospitals,Government - Local,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,"751 SOUTH BASCOM AVENUE
SAN JOSE, CA
(37.313774, -121.931899)"
50423,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,CA,92225,RIVERSIDE,7609224115,Acute Care Hospitals,Government - Federal,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"250 NORTH FIRST STREET
BLYTHE, CA
(33.61245, -114.595479)"
40026,CHI ST. VINCENT HOSPITAL HOT SPRINGS,300 WERNER STREET,HOT SPRINGS,AR,71903,GARLAND,5016221000,Acute Care Hospitals,Voluntary non-profit - Church,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"300 WERNER STREET
HOT SPRINGS, AR
(34.466035, -93.066396)"
50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93721,FRESNO,5594596000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"2823 FRESNO STREET
FRESNO, CA
(36.742582, -119.783024)"
100105,INDIAN RIVER MEDICAL CENTER,1000 36TH ST,VERO BEACH,FL,32960,INDIAN RIVER,7725674311,Acute Care Hospitals,Government - Hospital District or Authority,True,True,2,There are too few measures or measure groups reported to calculate a star rating or measure group score,Below the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Above the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,Below the national average,Results are not available for this reporting period,Same as the national average,Results are not available for this reporting period,"1000 36TH ST
VERO BEACH, FL
(27.658443, -80.396876)"
100134,ED FRASER MEMORIAL HOSPITAL,159 N 3RD ST,MACCLENNY,FL,32063,BAKER,9042593151,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Same as the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Same as the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Same as the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Below the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Same as the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Same as the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Same as the national average,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"159 N 3RD ST
MACCLENNY, FL
(30.28555, -82.11955)"
